pid task soa correct sub
15 1 4 1 6
15 1 3 1 6
15 1 3 1 6
15 1 2 0 6
15 1 3 0 6
15 1 4 0 6
15 1 5 1 6
15 1 5 1 6
15 1 4 0 6
15 1 5 1 6
15 1 5 0 6
15 1 6 1 6
15 1 6 1 6
15 1 5 1 6
15 1 5 0 6
15 1 6 1 6
15 1 6 0 6
15 1 7 1 6
15 1 7 1 6
15 1 6 1 6
15 1 6 1 6
15 1 5 1 6
15 1 5 1 6
15 1 4 1 6
15 1 4 1 6
15 1 3 0 6
15 1 4 0 6
15 1 5 1 6
15 1 5 0 6
15 1 6 1 6
15 1 6 1 6
15 1 5 1 6
15 1 5 0 6
15 1 6 1 6
15 1 6 1 6
15 1 5 1 6
15 0 5 0 6
15 0 4 0 6
15 0 3 0 6
15 0 2 1 6
15 0 2 1 6
15 0 3 1 6
15 0 3 1 6
15 0 4 1 6
15 0 4 1 6
15 0 5 1 6
15 0 5 1 6
15 0 6 1 6
15 0 6 1 6
15 0 7 0 6
15 0 6 1 6
15 0 6 1 6
15 0 7 1 6
15 0 7 1 6
15 0 8 0 6
15 0 7 0 6
15 0 6 1 6
15 0 6 0 6
15 0 5 1 6
15 0 5 1 6
15 0 6 0 6
15 0 5 0 6
15 0 4 1 6
15 0 4 0 6
15 0 3 1 6
15 0 3 1 6
15 0 4 0 6
15 0 3 1 6
15 0 3 0 6
15 0 2 1 6
15 0 2 1 6
15 0 3 1 6
15 0 3 0 6
15 0 2 1 6
15 0 2 1 6
15 0 3 1 6
15 0 3 1 6
15 0 4 1 6
15 0 4 1 6
15 0 5 0 6
15 0 4 1 6
15 0 4 1 6
15 0 5 1 6
15 0 5 1 6
15 0 6 1 6
15 0 6 1 6
15 0 7 0 6
15 0 6 1 6
15 0 6 1 6
15 0 7 0 6
15 0 6 1 6
15 0 6 1 6
15 0 7 0 6
15 0 6 1 6
15 0 6 0 6
15 0 5 1 6
15 0 5 1 6
15 0 6 0 6
15 0 5 1 6
15 0 5 1 6
15 0 6 1 6
15 1 5 1 6
15 1 5 1 6
15 1 4 1 6
15 1 4 0 6
15 1 5 1 6
15 1 5 1 6
15 1 4 0 6
15 1 5 0 6
15 1 6 1 6
15 1 6 1 6
15 1 5 0 6
15 1 6 1 6
15 1 6 1 6
15 1 5 1 6
15 1 5 1 6
15 1 4 0 6
15 1 5 1 6
15 1 5 1 6
15 1 4 1 6
15 1 4 1 6
15 1 3 1 6
15 1 3 0 6
15 1 4 1 6
15 1 4 1 6
15 1 3 1 6
15 1 3 0 6
15 1 4 1 6
15 1 4 1 6
15 1 3 0 6
15 1 4 1 6
15 1 4 1 6
15 1 3 0 6
15 1 4 1 6
15 1 4 0 6
15 1 5 0 6
15 1 6 1 6
15 1 6 1 6
15 1 5 1 6
15 1 5 1 6
15 1 4 1 6
15 1 4 1 6
15 1 3 1 6
15 1 3 0 6
15 1 4 0 6
15 1 5 1 6
15 1 5 1 6
15 1 4 1 6
15 1 4 1 6
15 1 3 1 6
15 1 3 1 6
15 1 2 0 6
15 1 3 0 6
15 1 4 1 6
15 1 4 1 6
15 1 3 1 6
15 1 3 0 6
15 1 4 1 6
15 1 4 1 6
15 1 3 1 6
15 1 3 0 6
15 1 4 1 6
15 1 4 1 6
15 1 3 0 6
15 1 4 0 6
15 1 5 1 6
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 1 7
16 0 3 1 7
16 0 3 1 7
16 0 4 0 7
16 0 3 1 7
16 0 3 1 7
16 0 4 0 7
16 0 3 0 7
16 0 2 1 7
16 0 2 1 7
16 0 3 0 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 0 7
16 0 1 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 1 7
16 0 3 0 7
16 0 2 1 7
16 0 2 1 7
16 0 3 1 7
16 0 3 0 7
16 0 2 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 1 7
16 0 3 0 7
16 0 2 0 7
16 0 1 1 7
16 0 1 0 7
16 1 1 1 7
16 1 1 0 7
16 1 2 0 7
16 1 3 0 7
16 1 4 1 7
16 1 4 0 7
16 1 5 1 7
16 1 5 1 7
16 1 4 0 7
16 1 5 1 7
16 1 5 0 7
16 1 6 0 7
16 1 7 1 7
16 1 7 1 7
16 1 6 1 7
16 1 6 1 7
16 1 5 1 7
16 1 5 1 7
16 1 4 0 7
16 1 5 1 7
16 1 5 1 7
16 1 4 0 7
16 1 5 0 7
16 1 6 0 7
16 1 7 1 7
16 1 7 1 7
16 1 6 1 7
16 1 6 0 7
16 1 7 0 7
16 1 8 1 7
16 1 8 1 7
16 1 7 1 7
16 1 7 0 7
16 1 8 0 7
16 1 9 0 7
16 1 10 0 7
16 1 11 1 7
16 1 11 1 7
16 1 10 1 7
16 1 10 0 7
16 1 11 1 7
16 1 11 0 7
16 1 12 1 7
16 1 12 1 7
16 1 11 1 7
16 1 11 1 7
16 1 10 1 7
16 1 10 1 7
16 1 9 1 7
16 1 9 1 7
16 1 8 1 7
16 1 8 1 7
16 1 7 1 7
16 1 7 1 7
16 1 6 1 7
16 1 6 1 7
16 1 5 1 7
16 1 5 1 7
16 1 4 1 7
16 1 4 1 7
16 1 3 0 7
16 1 4 1 7
16 1 4 1 7
16 1 3 1 7
16 1 3 1 7
16 0 1 0 7
16 0 1 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 1 7
16 0 3 0 7
16 0 2 1 7
16 0 2 1 7
16 0 3 0 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 1 7
16 0 3 0 7
16 0 2 0 7
16 0 1 0 7
16 0 1 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 0 7
16 0 1 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 1 7
16 0 2 0 7
16 0 1 1 7
16 0 1 1 7
16 0 2 0 7
16 0 1 0 7
16 0 1 1 7
16 1 2 0 7
16 1 3 1 7
16 1 3 0 7
16 1 4 0 7
16 1 5 1 7
16 1 5 1 7
16 1 4 1 7
16 1 4 0 7
16 1 5 1 7
16 1 5 1 7
16 1 4 0 7
16 1 5 0 7
16 1 6 0 7
16 1 7 1 7
16 1 7 1 7
16 1 6 0 7
16 1 7 1 7
16 1 7 1 7
16 1 6 1 7
16 1 6 1 7
16 1 5 1 7
16 1 5 1 7
16 1 4 0 7
16 1 5 1 7
16 1 5 1 7
16 1 4 1 7
16 1 4 1 7
16 1 3 1 7
16 1 3 1 7
16 1 2 1 7
16 1 2 1 7
16 1 1 0 7
16 1 2 0 7
16 1 3 0 7
16 1 4 0 7
16 1 5 1 7
16 1 5 1 7
16 1 4 0 7
16 1 5 0 7
16 1 6 0 7
16 1 7 0 7
16 1 8 1 7
16 1 8 1 7
16 1 7 0 7
16 1 8 1 7
16 1 8 1 7
16 1 7 0 7
16 1 8 1 7
16 1 8 0 7
16 1 9 1 7
16 1 9 1 7
16 1 8 1 7
16 1 8 0 7
16 1 9 0 7
16 1 10 1 7
16 1 10 1 7
16 1 9 1 7
16 1 9 1 7
16 1 8 1 7
16 1 8 1 7
16 1 7 0 7
16 1 8 1 7
16 1 8 1 7
16 1 7 1 7
16 1 7 1 7
17 0 3 1 8
17 0 3 0 8
17 0 2 1 8
17 0 2 1 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 1 8
17 0 6 0 8
17 0 5 0 8
17 0 4 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 1 8
17 0 6 1 8
17 0 6 0 8
17 0 5 0 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 1 8
17 0 6 0 8
17 0 5 1 8
17 0 5 0 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 1 8
17 0 6 0 8
17 0 5 1 8
17 0 5 0 8
17 0 4 1 8
17 1 6 1 8
17 1 6 1 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 1 8
17 1 3 0 8
17 1 4 0 8
17 1 5 1 8
17 1 5 1 8
17 1 4 0 8
17 1 5 1 8
17 1 5 0 8
17 1 6 1 8
17 1 6 1 8
17 1 5 0 8
17 1 6 1 8
17 1 6 1 8
17 1 5 1 8
17 1 5 0 8
17 1 6 0 8
17 1 7 1 8
17 1 7 1 8
17 1 6 1 8
17 1 6 1 8
17 1 5 1 8
17 1 5 0 8
17 1 6 1 8
17 1 6 0 8
17 1 7 1 8
17 1 7 1 8
17 1 6 0 8
17 1 7 1 8
17 1 7 1 8
17 1 6 1 8
17 1 6 1 8
17 1 5 0 8
17 1 6 0 8
17 1 7 1 8
17 1 7 1 8
17 1 6 1 8
17 1 6 1 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 1 8
17 1 3 0 8
17 1 4 1 8
17 1 4 1 8
17 1 3 0 8
17 1 4 0 8
17 1 5 0 8
17 1 6 1 8
17 1 6 0 8
17 1 7 1 8
17 1 7 0 8
17 1 8 1 8
17 1 8 1 8
17 1 7 1 8
17 1 7 1 8
17 1 6 1 8
17 1 6 1 8
17 1 5 0 8
17 1 6 1 8
17 1 6 1 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 1 8
17 0 5 0 8
17 0 4 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 0 8
17 0 2 1 8
17 0 2 1 8
17 0 3 1 8
17 0 3 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 0 8
17 0 2 1 8
17 0 2 0 8
17 0 1 1 8
17 0 1 1 8
17 0 2 1 8
17 0 2 1 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 1 8
17 0 5 1 8
17 0 5 0 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 0 8
17 0 3 0 8
17 0 2 0 8
17 0 1 0 8
17 0 1 1 8
17 0 1 1 8
17 0 2 1 8
17 0 2 1 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 1 8
17 0 5 0 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 0 8
17 0 3 1 8
17 0 3 1 8
17 0 4 1 8
17 0 4 0 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 1 8
17 1 3 1 8
17 1 3 0 8
17 1 4 1 8
17 1 4 1 8
17 1 3 0 8
17 1 4 0 8
17 1 5 1 8
17 1 5 0 8
17 1 6 1 8
17 1 6 1 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 1 8
17 1 3 0 8
17 1 4 1 8
17 1 4 0 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 1 8
17 1 3 0 8
17 1 4 0 8
17 1 5 1 8
17 1 5 1 8
17 1 4 0 8
17 1 5 1 8
17 1 5 0 8
17 1 6 1 8
17 1 6 1 8
17 1 5 1 8
17 1 5 1 8
17 1 4 0 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 0 8
17 1 5 0 8
17 1 6 1 8
17 1 6 1 8
17 1 5 0 8
17 1 6 0 8
17 1 7 1 8
17 1 7 1 8
17 1 6 1 8
17 1 6 1 8
17 1 5 0 8
17 1 6 1 8
17 1 6 1 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 0 8
17 1 5 1 8
17 1 5 1 8
17 1 4 1 8
17 1 4 1 8
17 1 3 0 8
17 1 4 0 8
17 1 5 1 8
17 1 5 0 8
18 0 4 1 9
18 0 4 1 9
18 0 5 0 9
18 0 4 1 9
18 0 4 1 9
18 0 5 0 9
18 0 4 0 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 1 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 0 9
18 0 2 0 9
18 0 1 1 9
18 0 1 1 9
18 0 2 0 9
18 0 1 1 9
18 0 1 1 9
18 0 2 0 9
18 0 1 1 9
18 0 1 1 9
18 0 2 0 9
18 0 1 1 9
18 0 1 1 9
18 0 2 0 9
18 0 1 1 9
18 0 1 1 9
18 0 2 1 9
18 0 2 1 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 0 9
18 0 3 1 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 1 9
18 0 3 1 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 1 9
18 0 5 1 9
18 0 5 0 9
18 0 4 1 9
18 0 4 0 9
18 0 3 1 9
18 1 1 0 9
18 1 2 1 9
18 1 2 0 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 1 9
18 1 2 1 9
18 1 2 0 9
18 1 3 0 9
18 1 4 0 9
18 1 5 1 9
18 1 5 1 9
18 1 4 1 9
18 1 4 0 9
18 1 5 1 9
18 1 5 1 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 1 9
18 1 2 0 9
18 1 3 1 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 1 9
18 1 2 0 9
18 1 3 0 9
18 1 4 1 9
18 1 4 0 9
18 1 5 1 9
18 1 5 1 9
18 1 4 1 9
18 1 4 1 9
18 1 3 0 9
18 1 4 1 9
18 1 4 0 9
18 1 5 1 9
18 1 5 1 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 0 9
18 1 4 0 9
18 1 5 1 9
18 1 5 1 9
18 1 4 0 9
18 1 5 1 9
18 1 5 0 9
18 1 6 0 9
18 1 7 1 9
18 1 7 1 9
18 1 6 1 9
18 1 6 1 9
18 1 5 1 9
18 1 5 1 9
18 1 4 0 9
18 1 5 0 9
18 1 6 1 9
18 1 6 1 9
18 1 5 1 9
18 1 5 1 9
18 0 3 1 9
18 0 3 1 9
18 0 4 0 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 1 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 0 9
18 0 2 0 9
18 0 1 1 9
18 0 1 0 9
18 0 1 1 9
18 0 1 1 9
18 0 2 1 9
18 0 2 1 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 1 9
18 0 5 0 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 1 9
18 0 5 0 9
18 0 4 0 9
18 0 3 0 9
18 0 2 1 9
18 0 2 1 9
18 0 3 1 9
18 0 3 1 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 1 9
18 0 5 0 9
18 0 4 0 9
18 0 3 1 9
18 0 3 1 9
18 0 4 1 9
18 0 4 1 9
18 0 5 0 9
18 0 4 1 9
18 0 4 1 9
18 0 5 0 9
18 0 4 1 9
18 0 4 1 9
18 1 4 1 9
18 1 4 1 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 1 9
18 1 2 1 9
18 1 2 0 9
18 1 3 1 9
18 1 3 0 9
18 1 4 0 9
18 1 5 1 9
18 1 5 1 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 1 9
18 1 2 1 9
18 1 2 0 9
18 1 3 1 9
18 1 3 1 9
18 1 2 1 9
18 1 2 0 9
18 1 3 1 9
18 1 3 1 9
18 1 2 1 9
18 1 2 0 9
18 1 3 1 9
18 1 3 0 9
18 1 4 0 9
18 1 5 1 9
18 1 5 0 9
18 1 6 1 9
18 1 6 1 9
18 1 5 1 9
18 1 5 1 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 1 9
18 1 2 0 9
18 1 3 1 9
18 1 3 1 9
18 1 2 1 9
18 1 2 0 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 1 9
18 1 3 0 9
18 1 4 1 9
18 1 4 1 9
18 1 3 0 9
18 1 4 1 9
19 0 4 0 10
19 0 3 1 10
19 0 3 1 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 1 10
19 0 6 0 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 1 10
19 0 6 0 10
19 0 5 1 10
19 0 5 1 10
19 0 6 1 10
19 0 6 0 10
19 0 5 0 10
19 0 4 0 10
19 0 3 1 10
19 0 3 1 10
19 0 4 0 10
19 0 3 0 10
19 0 2 1 10
19 0 2 1 10
19 0 3 1 10
19 0 3 1 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 1 10
19 0 6 0 10
19 0 5 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 1 10
19 0 6 1 10
19 0 6 1 10
19 0 7 1 10
19 0 7 1 10
19 0 8 0 10
19 0 7 1 10
19 0 7 1 10
19 0 8 0 10
19 0 7 0 10
19 0 6 1 10
19 0 6 1 10
19 0 7 1 10
19 0 7 1 10
19 0 8 1 10
19 0 8 0 10
19 0 7 0 10
19 0 6 1 10
19 0 6 1 10
19 1 1 0 10
19 1 2 0 10
19 1 3 1 10
19 1 3 0 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 1 10
19 1 3 1 10
19 1 3 1 10
19 1 2 0 10
19 1 3 0 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 1 10
19 1 3 1 10
19 1 3 0 10
19 1 4 1 10
19 1 4 1 10
19 1 3 1 10
19 1 3 0 10
19 1 4 1 10
19 1 4 0 10
19 1 5 0 10
19 1 6 1 10
19 1 6 1 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 1 10
19 1 3 1 10
19 1 3 0 10
19 1 4 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 0 10
19 1 6 1 10
19 1 6 0 10
19 1 7 1 10
19 1 7 1 10
19 1 6 1 10
19 1 6 1 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 0 10
19 1 6 1 10
19 1 6 0 10
19 1 7 1 10
19 1 7 1 10
19 1 6 1 10
19 1 6 1 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 0 10
19 1 6 1 10
19 0 7 0 10
19 0 6 0 10
19 0 5 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 1 10
19 0 6 1 10
19 0 6 0 10
19 0 5 0 10
19 0 4 1 10
19 0 4 0 10
19 0 3 1 10
19 0 3 0 10
19 0 2 1 10
19 0 2 1 10
19 0 3 1 10
19 0 3 1 10
19 0 4 1 10
19 0 4 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 1 10
19 0 6 1 10
19 0 6 0 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 0 10
19 0 4 1 10
19 0 4 1 10
19 0 5 1 10
19 0 5 1 10
19 0 6 0 10
19 0 5 1 10
19 0 5 1 10
19 0 6 1 10
19 0 6 1 10
19 0 7 1 10
19 0 7 1 10
19 0 8 1 10
19 0 8 0 10
19 0 7 1 10
19 0 7 1 10
19 0 8 0 10
19 0 7 1 10
19 0 7 0 10
19 0 6 0 10
19 0 5 1 10
19 0 5 1 10
19 0 6 1 10
19 1 6 1 10
19 1 6 1 10
19 1 5 0 10
19 1 6 1 10
19 1 6 1 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 1 10
19 1 3 1 10
19 1 3 0 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 0 10
19 1 6 1 10
19 1 6 1 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 1 10
19 1 3 0 10
19 1 4 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 0 10
19 1 6 1 10
19 1 6 1 10
19 1 5 0 10
19 1 6 1 10
19 1 6 1 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 0 10
19 1 6 1 10
19 1 6 1 10
19 1 5 1 10
19 1 5 1 10
19 1 4 1 10
19 1 4 0 10
19 1 5 1 10
19 1 5 0 10
20 0 9 1 11
20 0 9 0 11
20 0 8 1 11
20 0 8 1 11
20 0 9 0 11
20 0 8 1 11
20 0 8 1 11
20 0 9 1 11
20 0 9 1 11
20 0 10 0 11
20 0 9 0 11
20 0 8 1 11
20 0 8 1 11
20 0 9 0 11
20 0 8 1 11
20 0 8 0 11
20 0 7 1 11
20 0 7 1 11
20 0 8 0 11
20 0 7 0 11
20 0 6 1 11
20 0 6 1 11
20 0 7 1 11
20 0 7 1 11
20 0 8 1 11
20 0 8 1 11
20 0 9 1 11
20 0 9 1 11
20 0 10 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 0 11
20 0 8 0 11
20 0 7 1 11
20 0 7 1 11
20 0 8 1 11
20 0 8 0 11
20 0 7 1 11
20 0 7 1 11
20 0 8 1 11
20 0 8 1 11
20 0 9 1 11
20 0 9 0 11
20 0 8 1 11
20 0 8 1 11
20 0 9 0 11
20 0 8 1 11
20 0 8 1 11
20 0 9 1 11
20 0 9 1 11
20 0 10 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 1 11
20 0 10 1 11
20 0 10 1 11
20 0 11 1 11
20 0 11 0 11
20 0 10 1 11
20 1 4 1 11
20 1 4 1 11
20 1 3 1 11
20 1 3 1 11
20 1 2 1 11
20 1 2 1 11
20 1 1 0 11
20 1 2 0 11
20 1 3 0 11
20 1 4 1 11
20 1 4 1 11
20 1 3 0 11
20 1 4 1 11
20 1 4 1 11
20 1 3 0 11
20 1 4 1 11
20 1 4 1 11
20 1 3 1 11
20 1 3 1 11
20 1 2 0 11
20 1 3 0 11
20 1 4 0 11
20 1 5 1 11
20 1 5 1 11
20 1 4 1 11
20 1 4 1 11
20 1 3 0 11
20 1 4 0 11
20 1 5 1 11
20 1 5 1 11
20 1 4 0 11
20 1 5 1 11
20 1 5 1 11
20 1 4 1 11
20 1 4 0 11
20 1 5 1 11
20 1 5 1 11
20 1 4 1 11
20 1 4 0 11
20 1 5 1 11
20 1 5 1 11
20 1 4 0 11
20 1 5 0 11
20 1 6 1 11
20 1 6 1 11
20 1 5 1 11
20 1 5 1 11
20 1 4 0 11
20 1 5 1 11
20 1 5 1 11
20 1 4 0 11
20 1 5 0 11
20 1 6 1 11
20 1 6 1 11
20 1 5 1 11
20 1 5 1 11
20 1 4 1 11
20 1 4 1 11
20 1 3 0 11
20 1 4 1 11
20 1 4 0 11
20 1 5 0 11
20 1 6 0 11
20 1 7 1 11
20 1 7 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 1 11
20 0 10 1 11
20 0 10 1 11
20 0 11 0 11
20 0 10 1 11
20 0 10 1 11
20 0 11 1 11
20 0 11 0 11
20 0 10 0 11
20 0 9 1 11
20 0 9 1 11
20 0 10 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 0 11
20 0 8 0 11
20 0 7 1 11
20 0 7 1 11
20 0 8 1 11
20 0 8 1 11
20 0 9 1 11
20 0 9 1 11
20 0 10 0 11
20 0 9 1 11
20 0 9 1 11
20 0 10 1 11
20 0 10 0 11
20 0 9 0 11
20 0 8 0 11
20 0 7 1 11
20 0 7 1 11
20 0 8 1 11
20 0 8 1 11
20 0 9 0 11
20 0 8 0 11
20 0 7 1 11
20 0 7 0 11
20 0 6 1 11
20 0 6 1 11
20 0 7 1 11
20 0 7 1 11
20 0 8 1 11
20 0 8 1 11
20 0 9 1 11
20 0 9 1 11
20 0 10 0 11
20 0 9 0 11
20 0 8 1 11
20 0 8 1 11
20 0 9 1 11
20 0 9 1 11
20 0 10 0 11
20 0 9 0 11
20 0 8 1 11
20 0 8 0 11
20 0 7 0 11
20 0 6 1 11
20 0 6 1 11
